source,run,N_rpm,omega_rad_s,torque_Nm,T_K,rho_kgm3,mu_Pas,P_w_W,P_w_reported_W,Re_Omega,Cp,Pi_gap,Pi_confinement,Pi_aspect_axial,R_m,R_chamber_m,gap_radial_m,h_rotor_m,P_w_pct_diff
Gorland1970,gap_0.116in,17451,1827.4644465931826,1.5134317844549998,342.0388888888889,1.0019592789823513,2.0384063642447188e-05,2765.742778435589,2765.7,2086306.8090485558,0.011003226848413655,0.019333333333333338,0.9810333551340746,0.9833333333333334,0.15239999999999998,0.15534639999999997,0.0029464,0.14986,0.0015467489456303348
Gorland1970,gap_0.116in,18672,1955.3272675942872,1.686298572825,348.7055555555555,0.9828034943378913,2.0678223023905886e-05,3297.2655807500532,3297.3,2158454.3476054315,0.010917772183140181,0.019333333333333338,0.9810333551340746,0.9833333333333334,0.15239999999999998,0.15534639999999997,0.0029464,0.14986,-0.0010438616427668093
Gorland1970,gap_0.116in,19620,2054.601595447725,1.824592003521,354.81666666666666,0.9658763826249303,2.0945378629261018e-05,3748.8096414754073,3748.8,2200548.2041907487,0.010886646943145076,0.019333333333333338,0.9810333551340746,0.9833333333333334,0.15239999999999998,0.15534639999999997,0.0029464,0.14986,0.000257188311115004
Gorland1970,gap_0.116in,20566,2153.666483790923,1.9542985872129999,360.3722222222222,0.9509862785253892,2.118622574805303e-05,4208.90736660059,4208.9,2245272.4038686175,0.0107786638792626,0.019333333333333338,0.9810333551340746,0.9833333333333334,0.15239999999999998,0.15534639999999997,0.0029464,0.14986,0.0001750243671767728
Gorland1970,gap_0.116in,21752,2277.8641133628394,2.14445205442,370.3722222222222,0.9253097773877094,2.1615023248029904e-05,4884.770377590532,4884.8,2264796.529182797,0.01086622579113616,0.019333333333333338,0.9810333551340746,0.9833333333333334,0.15239999999999998,0.15534639999999997,0.0029464,0.14986,-0.0006064201086671867
Gorland1970,gap_0.116in,22990,2407.507170200978,2.325905689794,379.26111111111106,0.9036229353729683,2.1991219794185534e-05,5599.634625390307,5599.6,2297605.4331173897,0.010803757755929587,0.019333333333333338,0.9810333551340746,0.9833333333333334,0.15239999999999998,0.15534639999999997,0.0029464,0.14986,0.0006183547093764932
Gorland1970,gap_0.116in,24020,2515.3685179742274,2.481485799327,387.59444444444443,0.884194919218347,2.2339799999273543e-05,6241.851257427246,6241.8,2312279.289677774,0.010791099519112312,0.019333333333333338,0.9810333551340746,0.9833333333333334,0.15239999999999998,0.15534639999999997,0.0029464,0.14986,0.0008211962454120272
Gorland1970,gap_0.236in,1203,125.9778654089507,0.012157167600399999,295.3722222222222,1.1670513974419574,1.8239361268853492e-05,1.5315340237172472,1.531,187216.67885234422,0.015968314994599584,0.03933333333333334,0.9621552277100704,0.9833333333333334,0.15239999999999998,0.1583944,0.0059943999999999996,0.14986,0.03488071307951089
Gorland1970,gap_0.236in,1496,156.66075365901102,0.016495785034,295.3722222222222,1.1670513974419574,1.8239361268853492e-05,2.5842421156234745,2.584,232814.7560790582,0.014010955157338285,0.03933333333333334,0.9621552277100704,0.9833333333333334,0.15239999999999998,0.1583944,0.0059943999999999996,0.14986,0.009369799670062923
Gorland1970,gap_0.236in,1786,187.02948264371236,0.0208344024676,295.3722222222222,1.1670513974419574,1.8239361268853492e-05,3.8966475147061117,3.896,277945.9587949184,0.012415839276176824,0.03933333333333334,0.9621552277100704,0.9833333333333334,0.15239999999999998,0.1583944,0.0059943999999999996,0.14986,0.016619987323198047
Gorland1970,gap_0.236in,2075,217.29349187329402,0.0286416541515,295.3722222222222,1.1670513974419574,1.8239361268853492e-05,6.223645043606663,6.223,322921.53667382733,0.012645029182058865,0.03933333333333334,0.9621552277100704,0.9833333333333334,0.15239999999999998,0.1583944,0.0059943999999999996,0.14986,0.010365476565366091
Gorland1970,gap_0.236in,2378,249.02357767455092,0.03728499357,295.3722222222222,1.1670513974419574,1.8239361268853492e-05,9.284842492374027,9.285,370075.8622700537,0.012533383071254128,0.03933333333333334,0.9621552277100704,0.9833333333333334,0.15239999999999998,0.1583944,0.0059943999999999996,0.14986,-0.0016963664617447155
Gorland1970,gap_0.236in,2676,280.23006470020954,0.04688870403499999,295.3722222222222,1.1670513974419574,1.8239361268853492e-05,13.139624565437025,13.13,416452.0636815238,0.012446692288167742,0.03933333333333334,0.9621552277100704,0.9833333333333334,0.15239999999999998,0.1583944,0.0059943999999999996,0.14986,0.07330209776865153
Gorland1970,gap_0.236in,2976,311.6459912361075,0.057283308303,295.3722222222222,1.1670513974419574,1.8239361268853492e-05,17.85211339737198,17.86,463139.5147668965,0.012294763523059521,0.03933333333333334,0.9621552277100704,0.9833333333333334,0.15239999999999998,0.1583944,0.0059943999999999996,0.14986,-0.044157909451397234
Gorland1970,gap_0.236in,3262,341.59584120033014,0.06767791257099999,295.92777777777775,1.164860451082219,1.8265835816074696e-05,23.11849347537314,23.12,505960.7871458665,0.012113037614168914,0.03933333333333334,0.9621552277100704,0.9833333333333334,0.15239999999999998,0.1583944,0.0059943999999999996,0.14986,-0.006516109977776644
Gorland1970,gap_0.236in,3565,373.32592700158705,0.079880274103,295.92777777777775,1.164860451082219,1.8265835816074696e-05,29.82137737864334,29.82,552958.3709917272,0.011970009697846187,0.03933333333333334,0.9621552277100704,0.9833333333333334,0.15239999999999998,0.1583944,0.0059943999999999996,0.14986,0.004618976000470896
Gorland1970,gap_0.236in,3855,403.6946559862884,0.09377740806999998,295.92777777777775,1.164860451082219,1.8265835816074696e-05,37.85743849010443,37.86,597939.5568508018,0.012017758830401062,0.03933333333333334,0.9621552277100704,0.9833333333333334,0.15239999999999998,0.1583944,0.0059943999999999996,0.14986,-0.00676574193230622
Gorland1970,gap_0.236in,4152,434.7964232568274,0.106770663405,295.92777777777775,1.164860451082219,1.8265835816074696e-05,46.423502557252625,46.42,644006.4954719921,0.0117953620470863,0.03933333333333334,0.9621552277100704,0.9833333333333334,0.15239999999999998,0.1583944,0.0059943999999999996,0.14986,0.007545362457181639
Gorland1970,gap_0.236in,4436,464.53683371081075,0.11976391874,296.4833333333333,1.1626777155882204,1.829228628297114e-05,55.634751604278435,55.63,685774.6835965073,0.011612654337179715,0.03933333333333334,0.9621552277100704,0.9833333333333334,0.15239999999999998,0.1583944,0.0059943999999999996,0.14986,0.008541442168672215
Gorland1970,gap_0.236in,4483,469.4586622014348,0.124170327071,296.4833333333333,1.1626777155882204,1.829228628297114e-05,58.29283563186626,58.29,693040.5560331702,0.011788781637632667,0.03933333333333334,0.9621552277100704,0.9833333333333334,0.15239999999999998,0.1583944,0.0059943999999999996,0.14986,0.004864696974200855
Gorland1970,gap_0.236in,4826,505.37753820747804,0.14066611210500002,296.4833333333333,1.1626777155882204,1.829228628297114e-05,71.08949344484203,71.09,746065.9655177512,0.01152400465339355,0.03933333333333334,0.9621552277100704,0.9833333333333334,0.15239999999999998,0.1583944,0.0059943999999999996,0.14986,-0.0007125547305796122
Gorland1970,gap_0.236in,5002,523.8082151085381,0.148462065306,296.4833333333333,1.1626777155882204,1.829228628297114e-05,77.76564943926309,77.77,773274.3388975945,0.011321831813488432,0.03933333333333334,0.9621552277100704,0.9833333333333334,0.15239999999999998,0.1583944,0.0059943999999999996,0.14986,-0.005594137504063097
Gorland1970,gap_0.236in,5204,544.9616056427095,0.161455320641,296.4833333333333,1.1626777155882204,1.829228628297114e-05,87.98695077607785,87.99,804502.1310721877,0.011375391742653774,0.03933333333333334,0.9621552277100704,0.9833333333333334,0.15239999999999998,0.1583944,0.0059943999999999996,0.14986,-0.003465420982097225
Gorland1970,gap_0.236in,5486,574.4925765864535,0.17365768217299998,296.4833333333333,1.1626777155882204,1.829228628297114e-05,99.7650492755982,99.77,848097.365692164,0.011009585528671671,0.03933333333333334,0.9621552277100704,0.9833333333333334,0.15239999999999998,0.1583944,0.0059943999999999996,0.14986,-0.004962137317625097
Gorland1970,gap_0.236in,5711,598.054521488377,0.186650937508,296.4833333333333,1.1626777155882204,1.829228628297114e-05,111.62743711670389,111.62,882880.7975698045,0.010919290779165503,0.03933333333333334,0.9621552277100704,0.9833333333333334,0.15239999999999998,0.1583944,0.0059943999999999996,0.14986,0.0066628890018664766
Gorland1970,gap_0.236in,5911,618.9984725123089,0.20054807147499998,296.4833333333333,1.1626777155882204,1.829228628297114e-05,124.13894990831434,124.14,913799.403683263,0.010951791002439286,0.03933333333333334,0.9621552277100704,0.9833333333333334,0.15239999999999998,0.1583944,0.0059943999999999996,0.14986,-0.0008458930930044543
Gorland1970,gap_0.236in,6108,639.6282642708818,0.21263744817799998,296.4833333333333,1.1626777155882204,1.829228628297114e-05,136.0089218970837,136.0,944254.2307050196,0.01087502517551365,0.03933333333333334,0.9621552277100704,0.9833333333333334,0.15239999999999998,0.1583944,0.0059943999999999996,0.14986,0.006560218443893592
Gorland1970,gap_0.236in,6305,660.2580560294549,0.21964250757599998,297.59444444444443,1.1583366932588448,1.8345115189102507e-05,145.02073507356457,145.02,968273.4279444169,0.010581794474731227,0.03933333333333334,0.9621552277100704,0.9833333333333334,0.15239999999999998,0.1583944,0.0059943999999999996,0.14986,0.0005068773717803976
Gorland1970,gap_0.236in,6502,680.8878477880278,0.238736943677,297.59444444444443,1.1583366932588448,1.8345115189102507e-05,162.55308376772413,162.55,998527.1734329257,0.01081530596497142,0.03933333333333334,0.9621552277100704,0.9833333333333334,0.15239999999999998,0.1583944,0.0059943999999999996,0.14986,0.0018971194857710792
Gorland1970,gap_0.236in,6705,702.1459580773188,0.250035426577,297.59444444444443,1.1583366932588448,1.8345115189102507e-05,175.56136414717878,175.56,1029702.3527941814,0.010651655036107726,0.03933333333333334,0.9621552277100704,0.9833333333333334,0.15239999999999998,0.1583944,0.0059943999999999996,0.14986,0.0007770261897792324
Gorland1970,gap_0.236in,6905,723.0899091012507,0.259526152213,297.59444444444443,1.1583366932588448,1.8345115189102507e-05,187.66074181309554,187.66,1060416.8152190638,0.010424779380468792,0.03933333333333334,0.9621552277100704,0.9833333333333334,0.15239999999999998,0.1583944,0.0059943999999999996,0.14986,0.0003952963314208304
Gorland1970,gap_0.236in,7108,744.3480193905416,0.276925815879,298.15,1.1561783153110208,1.8371493734583912e-05,206.12918256764345,206.13,1087993.5527455346,0.01051699604561541,0.03933333333333334,0.9621552277100704,0.9833333333333334,0.15239999999999998,0.1583944,0.0059943999999999996,0.14986,-0.00039656156626464046
Gorland1970,gap_0.236in,7227,756.8096702497811,0.28472176907999996,298.15,1.1561783153110208,1.8371493734583912e-05,215.4801881703691,215.48,1106208.4138564966,0.010459903285846006,0.03933333333333334,0.9621552277100704,0.9833333333333334,0.15239999999999998,0.1583944,0.0059943999999999996,0.14986,8.732614122610203e-05
Gorland1970,gap_0.236in,7402,775.1356273957216,0.291613843649,298.7055555555555,1.1540279659976669,1.8397848412234544e-05,226.04027965414548,226.04,1129267.7612329174,0.01023155320598291,0.03933333333333334,0.9621552277100704,0.9833333333333334,0.15239999999999998,0.1583944,0.0059943999999999996,0.14986,0.0001237188751933416
Gorland1970,gap_0.236in,7601,795.9748586645339,0.30731873488,298.7055555555555,1.1540279659976669,1.8397848412234544e-05,244.61798656107138,244.62,1159627.7023954885,0.010225373090300364,0.03933333333333334,0.9621552277100704,0.9833333333333334,0.15239999999999998,0.1583944,0.0059943999999999996,0.14986,-0.000823088434563149
Gorland1970,gap_0.236in,7727,809.1695478096111,0.31680946051599995,299.81666666666666,1.1497511747511728,1.845048637474419e-05,256.3525679075385,256.35,1171131.0812473148,0.010238123880374284,0.03933333333333334,0.9621552277100704,0.9833333333333334,0.15239999999999998,0.1583944,0.0059943999999999996,0.14986,0.0010017193440575204
Gorland1970,gap_0.236in,7968,834.407008793449,0.338502547684,300.92777777777775,1.1455059657687625,1.8503029496415146e-05,282.4488982819683,282.49,1199782.1368111344,0.010325565838641262,0.03933333333333334,0.9621552277100704,0.9833333333333334,0.15239999999999998,0.1583944,0.0059943999999999996,0.14986,-0.014549795756207901
Gorland1970,gap_0.236in,8277,866.765413125424,0.359404741049,301.4833333333333,1.1433950955054926,1.852926562241358e-05,311.5195988545725,311.52,1242251.772521206,0.010178633827017124,0.03933333333333334,0.9621552277100704,0.9833333333333334,0.15239999999999998,0.1583944,0.0059943999999999996,0.14986,-0.00012877036064284892
Gorland1970,gap_0.236in,8769,918.2875326442966,0.39058855385299995,302.0388888888889,1.1412919905052061,1.85554781944547e-05,358.6725993967753,358.67,1311816.9569640001,0.009873486286487217,0.03933333333333334,0.9621552277100704,0.9833333333333334,0.15239999999999998,0.1583944,0.0059943999999999996,0.14986,0.0007247321424376427
Gorland1970,gap_0.236in,9257,969.3907731426905,0.434087713018,303.15,1.1371089055252541,1.860783288351041e-05,420.80062373426136,420.8,1375862.644694847,0.009882864241206926,0.03933333333333334,0.9621552277100704,0.9833333333333334,0.15239999999999998,0.1583944,0.0059943999999999996,0.14986,0.00014822582256489845
Gorland1970,gap_0.236in,9725,1018.3996185386912,0.473067479023,304.26111111111106,1.1329563724103304,1.8660093975686832e-05,481.7717401800835,481.77,1436109.3900572446,0.009794417484336427,0.03933333333333334,0.9621552277100704,0.9833333333333334,0.15239999999999998,0.1583944,0.0059943999999999996,0.14986,0.0003612055718529489
Gorland1970,gap_0.236in,10200,1068.1415022205297,0.512160229857,305.3722222222222,1.1288340576672649,1.8712261880562167e-05,547.0595972970679,547.06,1496588.9723370224,0.009674384164470765,0.03933333333333334,0.9621552277100704,0.9833333333333334,0.15239999999999998,0.1583944,0.0059943999999999996,0.14986,-7.361220562503653e-05
Gorland1970,gap_0.236in,10674,1117.7786661472485,0.5512529806909999,306.4833333333333,1.1247416326390154,1.8764337005204865e-05,616.1788214664808,616.18,1556127.9283197953,0.00954314906379828,0.03933333333333334,0.9621552277100704,0.9833333333333334,0.15239999999999998,0.1583944,0.0059943999999999996,0.14986,-0.00019126448750745695
Gorland1970,gap_0.236in,11172,1169.929104196839,0.598932578529,308.15,1.1186583310400156,1.8842276613563408e-05,700.7086550727358,700.71,1613219.8797180394,0.00951626541270246,0.03933333333333334,0.9621552277100704,0.9833333333333334,0.15239999999999998,0.1583944,0.0059943999999999996,0.14986,-0.00019193778655923475
Gorland1970,gap_0.236in,11635,1218.4143508172415,0.63384489069,309.26111111111106,1.1146392233782414,1.889412155222797e-05,772.2857110088818,772.28,1669446.6927740036,0.009318882199986996,0.03933333333333334,0.9621552277100704,0.9833333333333334,0.15239999999999998,0.1583944,0.0059943999999999996,0.14986,0.0007394997775163848
Gorland1970,gap_0.236in,12365,1294.859772054593,0.6988111673649999,312.0388888888889,1.1047166779033337,1.9023334998723556e-05,904.8624688834477,904.86,1746453.100118436,0.00917843442200039,0.03933333333333334,0.9621552277100704,0.9833333333333334,0.15239999999999998,0.1583944,0.0059943999999999996,0.14986,0.0002728470092284645
Gorland1970,gap_0.236in,13044,1365.964485780842,0.7682968372,314.26111111111106,1.096904938352689,1.9126298705516356e-05,1049.4661941529453,1049.47,1819480.4759847673,0.009132430968126373,0.03933333333333334,0.9621552277100704,0.9833333333333334,0.15239999999999998,0.1583944,0.0059943999999999996,0.14986,-0.00036264467347937
Gorland1970,gap_0.236in,13751,1440.0013526504415,0.84173697605,316.4833333333333,1.0892029007635395,1.92289039617038e-05,1212.1023840878922,1212.1,1894467.2108251199,0.009066652624111519,0.03933333333333334,0.9621552277100704,0.9833333333333334,0.15239999999999998,0.1583944,0.0059943999999999996,0.14986,0.000196690693203845
Gorland1970,gap_0.236in,14785,1548.2815794441697,0.95020241189,319.81666666666666,1.0778505332533663,1.938214646175867e-05,1471.1808910727086,1471.18,1999753.8922627517,0.008946699580587813,0.03933333333333334,0.9621552277100704,0.9833333333333334,0.15239999999999998,0.1583944,0.0059943999999999996,0.14986,6.056857138860844e-05
Gorland1970,gap_0.236in,15747,1649.0219838692824,1.0507589097,322.59444444444443,1.0685694395749141,1.950924510559987e-05,1732.7245418418183,1732.7,2097773.8332057386,0.008797364804852104,0.03933333333333334,0.9621552277100704,0.9833333333333334,0.15239999999999998,0.1583944,0.0059943999999999996,0.14986,0.001416393017734794
Gorland1970,gap_0.236in,16608,1739.1856930273095,1.1411467729,325.92777777777775,1.05764095058204,1.9661048045214454e-05,1984.6661410719644,1984.67,2172938.733725679,0.0086779371608887,0.03933333333333334,0.9621552277100704,0.9833333333333334,0.15239999999999998,0.1583944,0.0059943999999999996,0.14986,-0.00019443675954679203
Gorland1970,gap_0.236in,17768,1860.6606089661148,1.2755987194099998,330.92777777777775,1.0416610144508964,1.9887309582523982e-05,2373.4562900538062,2373.4,2263536.3518765555,0.008605151043741875,0.03933333333333334,0.9621552277100704,0.9833333333333334,0.15239999999999998,0.1583944,0.0059943999999999996,0.14986,0.0023717053090988142
Gorland1970,gap_0.236in,18234,1909.4600148518762,1.34564931339,332.0388888888889,1.0381752747803394,1.993735758393434e-05,2569.4635579310866,2569.5,2309317.1762443315,0.008648588550822218,0.03933333333333334,0.9621552277100704,0.9833333333333334,0.15239999999999998,0.1583944,0.0059943999999999996,0.14986,-0.0014182552602997542
Gorland1970,gap_0.236in,18560,1943.5986550208852,1.37163582406,334.26111111111106,1.031273316731706,2.003720277218096e-05,2665.9095428214796,2665.9,2323342.3648248003,0.008565584808143904,0.03933333333333334,0.9621552277100704,0.9833333333333334,0.15239999999999998,0.1583944,0.0059943999999999996,0.14986,0.00035795871861282313
